audio tour,baby sitting,barbecue,barn conversion,big gardens or farm to wander,blu-ray player,boats or mooring available,broadband,charges,child restriction,childrens play area,coast 5 miles,complex,cot,countryside views,detached,dishwasher,dropsided cot,dvd,enclosed garden,enhanced,farm help,fishing - private,freezer,fridge,fridge-freezer,games room,gara rock,golf course nearby - good,good for honeymooners,green cottages,groceries,heating,high chair,hot tub,indoor pool,jacuzzi,linen,maenporth estate,microwave,no smoking,on a farm,open fire or woodburner,outdoor heated pool,outdoor unheated pool,parking,part disabled,pets,piano,pool,propcode,pub 1 mile walk,railway 5 miles,river or estuary views,sailing nearby,sandy beach 1 mile,sauna,sea views,shooting,single-storey,snooker table,sofa bed,stairgate,steam room,tele,tennis court,towels,travel cot,tumble drier,video,views,vineyard,washer-drier,washing machine,wedding venue,wheel chair facilities,year,zip-linkable
0,1,0,0,1,0.0,0,1,elec inc; heating inc,0,0,0,1,1.0,0,1,1.0,0.0,1.0,0,,0,1,0.0,0.0,0.0,0,0,1,1,0,,central heating; gas fire,1.0,0.0,1,0.0,provided free of charge,0,1.0,1,0,0,0,0,off road at property,0,1,0,0,A104,0,0,0,0,0,1.0,0,1,0,0,0.0,top and bottom,1,2.0,1,provided free of charge,1.0,0.0,0.0,0,,1.0,0.0,0,0,2011.0,0.0
0,1,0,0,1,0.0,0,1,elec inc; heating inc,0,0,0,1,1.0,0,1,1.0,0.0,1.0,0,,0,1,0.0,0.0,0.0,0,0,1,1,0,,central heating; gas fire,1.0,0.0,1,0.0,provided free of charge,0,1.0,1,0,0,0,0,off road at property,0,1,0,0,A104,0,0,0,0,0,1.0,0,1,0,0,0.0,top and bottom,1,2.0,1,provided free of charge,1.0,0.0,0.0,0,,1.0,0.0,0,0,2012.0,0.0
0,1,0,0,1,0.0,0,1,elec inc; heating inc,0,0,0,1,1.0,0,1,1.0,0.0,1.0,0,,0,1,0.0,1.0,0.0,0,0,1,1,0,professional catering; ready meals available from owners,central heating; gas fire,1.0,0.0,1,0.0,provided free of charge,0,1.0,1,0,0,0,0,off road at property,0,1,0,0,A104,0,0,0,0,0,1.0,0,1,0,0,0.0,top and bottom,1,2.0,1,provided free of charge,1.0,0.0,0.0,0,,1.0,0.0,0,0,2013.0,2.0
0,1,0,0,1,0.0,0,1,elec inc; heating inc,0,0,0,1,1.0,0,1,1.0,0.0,1.0,0,,0,1,0.0,1.0,0.0,0,0,1,1,0,professional catering; ready meals available from owners,central heating; gas fire,1.0,0.0,1,0.0,provided free of charge,0,1.0,1,0,0,0,0,off road at property,0,1,0,0,A104,0,0,0,0,0,1.0,0,1,0,0,0.0,top and bottom,1,2.0,1,provided free of charge,1.0,0.0,0.0,0,,1.0,0.0,0,0,2014.0,0.0
0,1,0,0,1,0.0,0,1,elec inc; heating inc,0,0,0,1,1.0,0,1,1.0,0.0,1.0,0,,0,1,0.0,1.0,0.0,0,0,1,1,0,professional catering; ready meals available from owners,central heating; gas fire,1.0,0.0,1,0.0,provided free of charge,0,1.0,1,0,0,0,0,off road at property,0,1,0,0,A104,0,0,0,0,0,1.0,0,1,0,0,0.0,top and bottom,1,2.0,1,provided free of charge,1.0,0.0,0.0,0,,1.0,0.0,1,0,2015.0,2.0
0,1,0,0,1,0.0,0,1,elec inc; heating inc,0,0,0,1,1.0,0,1,1.0,0.0,1.0,0,,0,1,0.0,1.0,0.0,0,0,1,1,0,professional catering; ready meals available from owners,central heating; gas fire,1.0,0.0,1,0.0,provided free of charge,0,1.0,1,0,0,0,0,off road at property,0,1,0,1,A104,0,0,0,0,0,1.0,0,1,0,0,0.0,1,1,2.0,1,provided free of charge,1.0,0.0,0.0,0,,1.0,0.0,1,0,2016.0,1.0
0,0,0,0,0,0.0,0,1,elec inc; heating inc,0,0,0,0,1.0,0,1,1.0,0.0,1.0,0,,0,0,1.0,1.0,0.0,0,0,1,0,0,,central heating; woodburner,1.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,off road at property,0,1,1,0,A105,1,0,0,0,0,0.0,0,0,0,0,0.0,,0,4.0,0,provided free of charge,0.0,0.0,0.0,0,,0.0,1.0,0,0,2009.0,0.0
0,0,0,0,0,0.0,0,1,elec inc; heating inc,0,0,0,0,1.0,0,1,1.0,0.0,1.0,0,,0,0,0.0,1.0,1.0,0,0,1,0,0,,central heating; open fire,1.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,off road at property,0,1,1,0,A105,1,0,0,0,0,0.0,0,0,0,0,0.0,1,0,4.0,0,provided free of charge,0.0,0.0,0.0,0,,0.0,1.0,0,0,2010.0,0.0
0,0,0,0,0,0.0,0,0,elec inc; heating inc,0,0,0,0,1.0,0,0,0.0,0.0,1.0,1,,0,0,0.0,0.0,1.0,0,0,1,0,0,groceries can be pre-ordered,central heating; electric fires,0.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,0,0,0,busy road; public carpark,0,0,0,0,A106,1,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,provided free of charge,0.0,0.0,0.0,0,,0.0,1.0,0,0,2009.0,0.0
0,0,0,0,0,0.0,0,0,elec inc; heating inc,0,0,0,0,0.0,0,0,0.0,0.0,1.0,1,,0,0,0.0,0.0,1.0,0,0,1,0,0,groceries can be pre-ordered,central heating,0.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,0,0,0,busy road; public carpark,0,0,0,0,A106,1,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,provided free of charge,0.0,0.0,0.0,0,,0.0,1.0,0,0,2010.0,0.0
0,0,0,0,0,0.0,0,0,elec inc; heating inc,0,0,0,0,0.0,0,0,0.0,0.0,1.0,1,,0,0,0.0,0.0,1.0,0,0,1,0,0,groceries can be pre-ordered,central heating,0.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,0,0,0,on a quiet road; public carpark,0,0,0,0,A106,1,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,provided free of charge,0.0,0.0,0.0,0,nearby,0.0,1.0,0,0,2011.0,0.0
0,0,0,0,0,0.0,0,0,elec inc; heating inc,0,0,0,0,0.0,1,0,0.0,0.0,1.0,1,,0,0,0.0,0.0,1.0,0,0,1,0,0,groceries can be pre-ordered,central heating,0.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,0,0,0,on a quiet road; public carpark,0,0,0,0,A106,1,0,0,0,0,0.0,0,0,0,0,0.0,top,0,1.0,0,provided free of charge,0.0,0.0,0.0,0,nearby,0.0,1.0,0,0,2012.0,0.0
0,0,0,0,0,0.0,0,0,elec inc; heating inc,0,0,0,0,0.0,1,0,0.0,0.0,1.0,1,,0,0,0.0,0.0,1.0,0,0,1,0,0,groceries can be pre-ordered,central heating,0.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,0,0,0,on a quiet road; public carpark,0,0,0,0,A106,1,0,0,0,0,0.0,0,0,0,0,0.0,top,0,1.0,0,provided free of charge,0.0,0.0,0.0,0,nearby,0.0,1.0,0,0,2013.0,0.0
0,0,0,0,0,0.0,0,0,elec inc; heating inc,0,0,0,0,0.0,1,0,0.0,0.0,1.0,1,,0,0,0.0,0.0,1.0,0,0,1,0,0,groceries can be pre-ordered,central heating,0.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,0,0,0,on a quiet road; public carpark,0,0,0,0,A106,1,0,0,0,0,0.0,0,0,0,0,0.0,top,0,1.0,0,provided free of charge,0.0,0.0,0.0,1,nearby,0.0,1.0,0,0,2014.0,0.0
0,0,1,0,0,0.0,0,0,elec inc; heating inc,0,0,0,0,1.0,0,1,0.0,0.0,1.0,0,,0,0,0.0,0.0,0.0,0,0,0,0,0,,night storage heating; underfloor heating; woodburner,0.0,0.0,0,0.0,provided free of charge,0,0.0,1,0,1,0,0,off road at property; on a quiet road,0,1,0,0,A107,1,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,provided free of charge,0.0,0.0,0.0,0,,1.0,0.0,0,0,2009.0,0.0
0,0,1,0,0,0.0,0,0,elec inc; heating inc,0,0,0,0,1.0,0,1,0.0,0.0,1.0,0,,0,0,0.0,0.0,0.0,0,0,0,0,0,,night storage heating; underfloor heating; woodburner,0.0,0.0,0,0.0,provided free of charge,0,0.0,1,0,1,0,0,off road at property; on a quiet road,0,1,0,0,A107,1,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,provided free of charge,0.0,0.0,0.0,0,,1.0,0.0,0,0,2010.0,0.0
0,0,1,0,0,0.0,0,1,elec inc; heating inc,0,0,0,0,1.0,0,1,0.0,0.0,1.0,0,,0,0,0.0,0.0,0.0,0,0,0,0,0,,night storage heating; underfloor heating; woodburner,0.0,0.0,0,0.0,provided free of charge,0,0.0,1,0,1,0,0,off road at property; on a quiet road,0,1,0,0,A107,1,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,provided free of charge,1.0,0.0,0.0,0,nearby,1.0,0.0,0,0,2011.0,0.0
0,0,1,0,0,0.0,0,1,elec inc; heating inc,0,0,0,0,1.0,0,1,0.0,0.0,1.0,0,,0,0,0.0,0.0,0.0,0,0,1,0,0,,night storage heating; underfloor heating; woodburner,0.0,0.0,0,0.0,provided free of charge,0,0.0,1,0,1,0,0,off road at property; on a quiet road,0,1,0,0,A107,1,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,provided free of charge,1.0,0.0,0.0,0,nearby,1.0,0.0,0,0,2012.0,0.0
0,0,1,0,0,0.0,0,1,elec inc; heating inc,0,0,0,0,1.0,0,1,0.0,0.0,1.0,0,,0,0,0.0,1.0,0.0,0,0,1,1,0,,night storage heating; underfloor heating; woodburner,0.0,0.0,0,0.0,provided free of charge,0,0.0,1,0,1,0,0,off road at property; on a quiet road,0,1,0,0,A107,1,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,provided free of charge,1.0,0.0,0.0,0,nearby,1.0,0.0,0,0,2013.0,0.0
0,0,1,0,0,0.0,0,1,elec inc; heating inc,0,0,0,0,1.0,0,1,0.0,0.0,1.0,0,,0,0,0.0,1.0,0.0,0,0,1,1,0,,night storage heating; underfloor heating; woodburner,0.0,0.0,0,0.0,provided free of charge,0,0.0,1,0,1,0,0,off road at property; on a quiet road,0,1,0,0,A107,1,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,provided free of charge,1.0,0.0,0.0,0,nearby,1.0,0.0,0,0,2014.0,0.0
0,0,1,0,0,0.0,0,1,elec inc; heating inc,1,0,0,0,1.0,0,1,0.0,0.0,1.0,0,,0,0,0.0,1.0,0.0,0,0,1,1,0,,night storage heating; underfloor heating; woodburner,0.0,0.0,0,0.0,provided free of charge,0,0.0,1,0,1,0,0,off road at property; on a quiet road,0,1,0,0,A107,1,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,provided free of charge,1.0,0.0,0.0,0,nearby,1.0,0.0,0,0,2015.0,0.0
0,0,1,0,0,0.0,0,1,elec inc; heating inc,1,0,0,0,1.0,0,1,0.0,0.0,1.0,0,,0,0,0.0,1.0,0.0,0,0,1,1,0,,night storage heating; underfloor heating; woodburner,0.0,0.0,0,0.0,provided free of charge,0,0.0,1,0,1,0,0,off road at property; on a quiet road,0,1,0,0,A107,1,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,provided free of charge,1.0,0.0,0.0,0,nearby,1.0,0.0,0,0,2016.0,0.0
0,0,0,0,0,0.0,0,1,elec inc; heating inc,0,0,0,0,1.0,1,1,1.0,0.0,2.0,0,,0,0,0.0,0.0,1.0,1,0,0,0,0,groceries can be pre-ordered,underfloor heating,1.0,0.0,1,0.0,provided free of charge,0,1.0,1,0,0,0,0,off road at property,0,1,0,1,A108,0,0,0,0,0,0.0,0,0,0,0,0.0,,0,2.0,0,provided free of charge,0.0,1.0,0.0,0,,0.0,1.0,0,0,2010.0,0.0
0,0,0,0,0,0.0,0,1,elec inc; heating inc,0,0,0,0,1.0,1,1,1.0,0.0,2.0,0,,0,0,1.0,1.0,0.0,1,0,0,0,0,groceries can be pre-ordered,underfloor heating,1.0,0.0,1,0.0,provided free of charge,0,1.0,1,0,0,0,0,off road at property,0,1,0,1,A108,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,2.0,0,provided free of charge,1.0,1.0,0.0,0,,0.0,1.0,0,0,2011.0,0.0
0,0,0,0,1,0.0,0,0,elec inc; heating inc,0,0,0,0,1.0,1,1,1.0,0.0,1.0,1,satellite,0,0,1.0,0.0,1.0,0,0,0,1,0,,central heating; woodburner,1.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,garage; off road at property,0,1,0,0,A109,0,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,not provided,0.0,1.0,1.0,0,,0.0,1.0,0,0,2008.0,0.0
0,0,0,0,1,0.0,0,0,elec inc; heating inc,0,0,0,0,1.0,1,1,1.0,0.0,1.0,1,satellite,0,0,1.0,0.0,1.0,0,0,0,1,0,,central heating; woodburner,1.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,garage; off road at property,0,1,0,0,A109,0,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,not provided,0.0,1.0,1.0,0,,0.0,1.0,0,0,2009.0,0.0
0,0,0,0,1,0.0,0,0,elec inc; heating inc,0,0,0,0,1.0,1,1,1.0,0.0,1.0,1,satellite,0,0,1.0,0.0,1.0,0,0,1,1,0,,central heating; woodburner,1.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,garage; off road at property,0,1,0,0,A109,0,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,not provided,0.0,1.0,1.0,0,,0.0,1.0,0,0,2010.0,0.0
0,0,0,0,1,0.0,0,1,elec inc; heating inc,0,0,0,0,1.0,1,1,1.0,0.0,1.0,1,freesat,0,0,1.0,0.0,1.0,0,0,1,1,0,,central heating; woodburner,1.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,garage; off road at property,0,1,0,0,A109,0,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,not provided,1.0,1.0,1.0,0,,0.0,1.0,0,0,2011.0,0.0
0,0,0,0,1,0.0,0,1,elec inc; heating inc,0,0,0,0,1.0,1,1,1.0,0.0,1.0,1,freesat,0,0,0.0,0.0,1.0,0,0,1,1,0,,central heating; woodburner,1.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,garage; off road at property,0,1,0,0,A109,0,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,not provided,1.0,1.0,1.0,0,,1.0,0.0,0,0,2012.0,0.0
0,0,0,0,1,0.0,0,1,elec inc; heating inc,0,0,0,0,1.0,1,1,1.0,0.0,1.0,1,freesat,0,0,0.0,0.0,1.0,0,0,1,1,0,,central heating; woodburner,1.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,garage; off road at property,0,1,0,0,A109,0,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,not provided,1.0,1.0,1.0,0,,1.0,0.0,0,0,2013.0,0.0
0,0,0,0,1,0.0,0,1,elec inc; heating inc,0,0,0,0,1.0,1,1,1.0,0.0,1.0,1,freesat,0,0,0.0,0.0,1.0,0,0,1,1,0,,central heating; woodburner,1.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,garage; off road at property,0,1,0,0,A109,0,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,not provided,1.0,1.0,1.0,1,,1.0,0.0,0,0,2014.0,0.0
0,0,0,0,1,0.0,0,1,elec inc; heating inc,0,0,0,0,1.0,1,1,1.0,0.0,1.0,1,freesat,0,0,0.0,0.0,1.0,0,0,1,1,0,,central heating; woodburner,1.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,garage; off road at property,0,1,0,0,A109,0,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,provided free of charge,1.0,1.0,1.0,1,,1.0,0.0,0,0,2015.0,0.0
0,1,1,0,0,0.0,0,0,elec r; heating r,0,0,0,0,1.0,0,1,1.0,0.0,1.0,0,satellite,0,0,1.0,0.0,0.0,0,0,0,1,0,groceries can be pre-ordered,electric fires; night storage heating; woodburner,1.0,0.0,0,0.0,provided free of charge,0,1.0,0,0,1,0,0,off road at property,0,1,0,0,A111,1,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1.0,0,provided free of charge,0.0,0.0,1.0,0,,1.0,0.0,0,0,2008.0,0.0
0,1,1,0,0,0.0,0,0,elec inc; heating inc,0,0,0,0,1.0,0,1,1.0,0.0,1.0,0,satellite,0,0,1.0,0.0,0.0,0,0,0,1,0,groceries can be pre-ordered,central heating; woodburner,1.0,0.0,0,0.0,provided free of charge,0,1.0,0,0,1,0,0,off road at property,0,1,0,0,A111,1,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1.0,0,provided free of charge,0.0,0.0,1.0,0,,1.0,0.0,0,0,2009.0,0.0
0,1,1,0,0,0.0,0,0,elec inc; heating inc,0,0,0,0,1.0,0,1,1.0,0.0,1.0,0,satellite,0,0,1.0,0.0,0.0,0,0,0,1,0,groceries can be pre-ordered,central heating; woodburner,1.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,off road at property,0,1,0,0,A111,1,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1.0,0,provided free of charge,0.0,0.0,0.0,0,,1.0,0.0,0,0,2010.0,0.0
0,1,1,0,0,0.0,0,1,elec inc; heating inc,0,0,0,0,1.0,0,1,1.0,1.0,1.0,0,satellite,0,0,1.0,0.0,0.0,0,0,0,1,0,groceries can be pre-ordered,central heating; woodburner,1.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,off road at property,0,1,0,0,A111,1,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1.0,0,provided free of charge,0.0,0.0,0.0,0,,1.0,0.0,0,0,2011.0,0.0
0,1,1,0,0,0.0,0,1,elec inc; heating inc,0,0,0,0,0.0,0,1,1.0,0.0,1.0,0,satellite,0,0,1.0,0.0,0.0,0,0,0,1,0,groceries can be pre-ordered,central heating; woodburner,1.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,off road at property,0,1,0,0,A111,1,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1.0,0,provided free of charge,0.0,0.0,0.0,0,,1.0,0.0,0,0,2012.0,0.0
0,1,1,0,0,0.0,0,1,elec inc; heating inc,0,0,0,0,0.0,0,1,1.0,0.0,1.0,0,satellite,0,0,1.0,1.0,0.0,0,0,0,0,0,groceries can be pre-ordered,central heating; woodburner,1.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,off road at property,0,1,0,0,A111,1,0,0,0,0,0.0,0,0,0,0,0.0,2,0,1.0,0,provided free of charge,0.0,0.0,0.0,0,,1.0,0.0,0,0,2013.0,0.0
0,1,1,0,0,0.0,0,1,elec inc; heating inc,0,0,0,0,0.0,0,1,1.0,0.0,1.0,0,satellite,0,0,1.0,1.0,0.0,0,0,0,0,0,groceries can be pre-ordered,central heating; woodburner,2.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,off road at property,0,1,0,0,A111,1,0,0,0,0,0.0,0,0,0,0,0.0,2,0,1.0,0,provided free of charge,0.0,0.0,0.0,0,,1.0,0.0,0,0,2014.0,0.0
0,1,1,0,0,0.0,0,1,elec inc; heating inc,0,0,0,0,0.0,0,1,1.0,0.0,1.0,0,satellite,0,0,1.0,1.0,0.0,0,0,1,0,0,groceries can be pre-ordered,central heating; woodburner,2.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,off road at property,0,1,0,0,A111,1,0,0,0,0,0.0,0,0,0,0,0.0,top and bottom,0,1.0,0,provided free of charge,0.0,0.0,0.0,0,,1.0,0.0,0,0,2015.0,0.0
0,1,1,1,0,0.0,0,1,elec inc; heating inc,0,0,0,0,0.0,0,1,1.0,0.0,1.0,0,satellite,0,0,0.0,0.0,1.0,0,0,1,0,0,groceries can be pre-ordered,central heating; woodburner,2.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,off road at property,0,1,0,0,A111,1,0,0,0,0,0.0,0,0,0,0,0.0,top and bottom,0,1.0,0,provided free of charge,0.0,0.0,0.0,0,,1.0,0.0,0,0,2016.0,0.0
0,0,0,0,0,0.0,0,0,elec inc; heating inc,0,0,0,0,0.0,0,1,0.0,0.0,1.0,1,satellite,0,0,0.0,0.0,0.0,0,0,0,1,0,groceries can be pre-ordered,central heating; woodburner,0.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,off road at property,0,0,0,0,A112,1,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,provided free of charge,0.0,1.0,0.0,0,,0.0,0.0,0,0,2008.0,0.0
0,0,0,0,0,0.0,0,0,elec inc; heating inc,0,0,0,0,0.0,0,1,0.0,0.0,1.0,1,satellite,0,0,0.0,0.0,0.0,0,0,0,1,0,groceries can be pre-ordered,central heating; woodburner,0.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,off road at property,0,1,0,0,A112,1,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,provided free of charge,0.0,1.0,0.0,0,,0.0,0.0,0,0,2009.0,0.0
0,0,0,0,0,0.0,0,0,elec inc; heating inc,0,0,0,0,0.0,0,1,0.0,0.0,1.0,1,satellite,0,0,0.0,1.0,0.0,0,0,0,1,0,groceries can be pre-ordered,central heating; woodburner,0.0,0.0,0,0.0,provided free of charge,0,1.0,1,0,1,0,0,off road at property,0,1,0,0,A112,1,0,0,0,0,0.0,0,0,0,0,0.0,,0,1.0,0,provided free of charge,0.0,1.0,0.0,0,,0.0,0.0,0,0,2010.0,0.0
